LoginTime,LogoffTime,UserName,DomainName,IP,备注
"Mar 8, 2022 @ 15:44:37.806","Mar 8, 2022 @ 15:48:32.090",Karen.Zhang,VERSACE,10.86.3.228,
"Mar 8, 2022 @ 16:31:44.282","Mar 8, 2022 @ 16:44:04.584",Kyna.Li,VERSACE,10.86.3.32,
"Mar 8, 2022 @ 18:00:06.345","Mar 8, 2022 @ 18:00:18.466",Administrator,GVCN,10.86.1.254,
"Mar 8, 2022 @ 18:24:00.434","Mar 8, 2022 @ 18:26:20.960",Kyna.Li,VERSACE,10.86.3.32,
"Mar 8, 2022 @ 21:47:42.419","Mar 8, 2022 @ 22:00:06.216",Jenny.Lai,VERSACE,10.86.9.121,
"Mar 9, 2022 @ 00:35:07.112","Mar 9, 2022 @ 06:26:11.651",kate.wang,VERSACE,10.86.9.129,
"Mar 9, 2022 @ 00:36:21.671","Mar 9, 2022 @ 03:07:58.577",Karen.Zhang,VERSACE,10.86.3.228,
"Mar 9, 2022 @ 00:59:55.405","Mar 9, 2022 @ 02:10:25.170",Lydia.Hou,VERSACE,10.86.9.111,
"Mar 9, 2022 @ 01:02:02.968","Mar 9, 2022 @ 01:32:33.608",caroline.tian,VERSACE,10.86.3.65,
"Mar 9, 2022 @ 01:12:39.936","Mar 9, 2022 @ 01:19:32.995",bin.zeng,VERSACE,10.86.9.130,
"Mar 9, 2022 @ 01:13:38.810","Mar 9, 2022 @ 06:57:57.718",Alfred.Gao,VERSACE,10.86.3.102,
"Mar 9, 2022 @ 01:13:59.839","Mar 9, 2022 @ 05:49:21.928",pamela.qin,VERSACE,10.86.3.101,
"Mar 9, 2022 @ 01:15:07.247","Mar 9, 2022 @ 06:15:10.940",peter.pan,VERSACE,10.86.3.195,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 01:16:46.433","Mar 9, 2022 @ 01:36:32.586",rebecca.jiang,VERSACE,10.86.3.175,
"Mar 9, 2022 @ 01:19:32.995","Mar 9, 2022 @ 01:43:51.714",bin.zeng,VERSACE,10.86.3.58,
"Mar 9, 2022 @ 01:19:48.424","Mar 9, 2022 @ 10:33:20.973",Lily.Ren,VERSACE,10.86.3.123,
"Mar 9, 2022 @ 01:21:40.542","Mar 9, 2022 @ 03:38:53.117",Dannie.Hu,VERSACE,10.86.3.139,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 01:23:53.439","Mar 9, 2022 @ 10:45:50.667",jenny.chen,VERSACE,10.86.3.203,
"Mar 9, 2022 @ 01:24:03.532","Mar 9, 2022 @ 05:15:42.102",amanda.su,VERSACE,10.86.3.229,
"Mar 9, 2022 @ 01:24:12.518","Mar 9, 2022 @ 03:55:49.588",Winters.Shen,VERSACE,10.86.3.82,
"Mar 9, 2022 @ 01:24:29.740","Mar 9, 2022 @ 05:02:44.482",Karena.Li,VERSACE,10.86.3.158,
"Mar 9, 2022 @ 01:24:38.273","Mar 9, 2022 @ 02:25:40.725",Gary.Chen,VERSACE,10.86.3.88,
"Mar 9, 2022 @ 01:24:48.133","Mar 9, 2022 @ 10:36:46.457",Susan.Ni,VERSACE,10.86.3.104,
"Mar 9, 2022 @ 01:24:49.537","Mar 9, 2022 @ 03:00:33.786",brian.yuan,VERSACE,10.86.3.164,
"Mar 9, 2022 @ 01:26:49.299","Mar 9, 2022 @ 10:54:36.343",Steven.Wangye,VERSACE,10.86.3.84,
"Mar 9, 2022 @ 01:27:31.435","Mar 9, 2022 @ 01:56:08.772",Frances.Cao,VERSACE,10.86.3.128,
"Mar 9, 2022 @ 01:27:33.853","Mar 9, 2022 @ 03:01:58.589",victo.chang,VERSACE,10.86.3.165,
"Mar 9, 2022 @ 01:28:46.299","Mar 9, 2022 @ 05:12:21.950",carine.shen,VERSACE,10.86.3.119,
"Mar 9, 2022 @ 01:29:03.678","Mar 9, 2022 @ 05:18:39.539",finance.intern,VERSACE,10.86.3.135,
"Mar 9, 2022 @ 01:29:25.471","Mar 9, 2022 @ 05:02:33.732",tina.wang,VERSACE,10.86.3.145,
"Mar 9, 2022 @ 01:29:59.667","Mar 9, 2022 @ 02:18:19.288",Iris.zhang,VERSACE,10.86.3.211,
"Mar 9, 2022 @ 01:30:13.644","Mar 9, 2022 @ 01:55:06.808",Cindy.Liang,VERSACE,10.86.3.120,
"Mar 9, 2022 @ 01:31:13.455","Mar 9, 2022 @ 01:31:24.250",PC19YZXZ$,VERSACE,10.86.3.104,
"Mar 9, 2022 @ 01:31:23.330","Mar 9, 2022 @ 10:33:29.631",Eleanor.Fan,VERSACE,10.86.3.92,
"Mar 9, 2022 @ 01:32:11.129","Mar 9, 2022 @ 11:25:04.675",Luna.Sun,VERSACE,10.86.3.18,
"Mar 9, 2022 @ 01:32:23.983","Mar 9, 2022 @ 10:28:24.571",jiajie.wu,VERSACE,10.86.3.179,
"Mar 9, 2022 @ 01:32:38.554","Mar 9, 2022 @ 06:13:01.771",Terence.Zou,VERSACE,10.86.3.110,
"Mar 9, 2022 @ 01:33:41.875","Mar 9, 2022 @ 11:19:42.158",heather.zhou,VERSACE,10.86.3.206,
"Mar 9, 2022 @ 01:36:01.636","Mar 9, 2022 @ 02:01:17.498",Jasmine.Zhang,VERSACE,10.86.3.222,
"Mar 9, 2022 @ 01:36:08.531","Mar 9, 2022 @ 01:57:38.862",Stella.Liu,VERSACE,10.86.3.223,
"Mar 9, 2022 @ 01:37:17.640","Mar 9, 2022 @ 02:27:14.107",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 01:38:25.750","Mar 9, 2022 @ 01:38:39.431",PF32T70X$,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 01:38:36.202","Mar 9, 2022 @ 06:05:33.424",Shannon.Wu,VERSACE,10.86.3.218,
"Mar 9, 2022 @ 01:40:32.937","Mar 9, 2022 @ 01:41:49.565",rebecca.jiang,VERSACE,10.86.3.175,
"Mar 9, 2022 @ 01:40:46.603","Mar 9, 2022 @ 01:40:59.879",PF32T70X$,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 01:41:04.325","Mar 9, 2022 @ 05:09:40.469",cathy.chu,VERSACE,10.86.3.131,
"Mar 9, 2022 @ 01:42:03.012","Mar 9, 2022 @ 05:11:31.217",Jenny.Lai,VERSACE,10.86.9.121,
"Mar 9, 2022 @ 01:42:22.294","Mar 9, 2022 @ 01:56:14.278",ginny.cheng,VERSACE,10.86.3.178,
"Mar 9, 2022 @ 01:43:25.537","Mar 9, 2022 @ 01:47:13.922",rebecca.jiang,VERSACE,10.86.3.175,
"Mar 9, 2022 @ 01:44:51.992","Mar 9, 2022 @ 02:33:40.974",char.lu,VERSACE,10.86.3.210,
"Mar 9, 2022 @ 01:47:17.682","Mar 9, 2022 @ 02:01:57.418",rebecca.jiang,VERSACE,10.86.3.175,
"Mar 9, 2022 @ 01:47:50.083","Mar 9, 2022 @ 09:51:13.567",bin.zeng,VERSACE,10.86.3.58,
"Mar 9, 2022 @ 01:51:33.305","Mar 9, 2022 @ 12:06:21.590",Sherry.Xie,VERSACE,10.86.3.114,
"Mar 9, 2022 @ 01:52:49.761","Mar 9, 2022 @ 05:29:18.802",Kyna.Li,VERSACE,10.86.3.32,
"Mar 9, 2022 @ 01:54:24.360","Mar 9, 2022 @ 01:54:35.109",PC014821501457$,VERSACE,10.86.3.212,
"Mar 9, 2022 @ 02:02:20.600","Mar 9, 2022 @ 02:17:36.997",Cindy.Liang,VERSACE,10.86.3.120,
"Mar 9, 2022 @ 02:04:08.677","Mar 9, 2022 @ 02:26:37.072",raymond.zhao,VERSACE,10.86.3.111,
"Mar 9, 2022 @ 02:06:55.552","Mar 9, 2022 @ 07:02:19.737",Ryan.Su,VERSACE,10.86.3.214,
"Mar 9, 2022 @ 02:12:31.687","Mar 9, 2022 @ 02:28:53.963",Lydia.Hou,VERSACE,10.86.9.111,
"Mar 9, 2022 @ 02:15:19.419","Mar 9, 2022 @ 10:59:54.819",jun.ip,VERSACE,10.86.3.78,
"Mar 9, 2022 @ 02:17:29.680","Mar 9, 2022 @ 11:46:51.324",Frances.Cao,VERSACE,10.86.3.128,
"Mar 9, 2022 @ 02:18:11.660","Mar 9, 2022 @ 09:55:42.016",Iris.zhang,VERSACE,10.86.3.208,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 02:21:17.130","Mar 9, 2022 @ 02:29:40.061",Stella.Liu,VERSACE,10.86.3.20,
"Mar 9, 2022 @ 02:22:00.389","Mar 9, 2022 @ 02:37:52.166",Cindy.Liang,VERSACE,10.86.3.120,
"Mar 9, 2022 @ 02:25:45.483","Mar 9, 2022 @ 03:27:42.328",Jasmine.Zhang,VERSACE,10.86.3.222,
"Mar 9, 2022 @ 02:29:12.309","Mar 9, 2022 @ 02:44:35.915",haylie.ng,VERSACE,192.168.0.111,
"Mar 9, 2022 @ 02:29:39.000","Mar 9, 2022 @ 10:36:54.881",Gary.Chen,VERSACE,10.86.3.88,
"Mar 9, 2022 @ 02:36:15.773","Mar 9, 2022 @ 02:36:42.590",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 02:37:07.800","Mar 9, 2022 @ 02:39:47.326",Stella.Liu,VERSACE,10.86.3.20,
"Mar 9, 2022 @ 02:37:24.585","Mar 9, 2022 @ 02:48:51.983",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 02:40:50.398","Mar 9, 2022 @ 03:03:22.455",Cindy.Liang,VERSACE,10.86.3.120,
"Mar 9, 2022 @ 02:40:51.630","Mar 9, 2022 @ 11:16:53.911",Lydia.Hou,VERSACE,10.86.9.111,
"Mar 9, 2022 @ 02:45:05.934","Mar 9, 2022 @ 02:46:17.268",Stella.Liu,VERSACE,10.86.3.223,
"Mar 9, 2022 @ 02:45:39.261","Mar 9, 2022 @ 08:07:38.855",mk.vpnuser1,VERSACE,10.86.1.185,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 02:46:17.268","Mar 9, 2022 @ 02:48:40.204",Stella.Liu,VERSACE,10.86.3.20,
"Mar 9, 2022 @ 02:49:29.831","Mar 9, 2022 @ 02:49:40.564",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 02:49:32.982","Mar 9, 2022 @ 02:49:57.850",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 02:49:54.511","Mar 9, 2022 @ 03:04:05.933",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 02:50:50.034","Mar 9, 2022 @ 05:44:00.098",char.lu,VERSACE,10.86.3.210,
"Mar 9, 2022 @ 02:51:16.602","Mar 9, 2022 @ 03:01:36.873",doreen.liu,VERSACE,10.86.3.49,
"Mar 9, 2022 @ 02:54:04.575","Mar 9, 2022 @ 06:08:30.392",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 02:55:21.827","Mar 9, 2022 @ 04:30:59.080",rebecca.jiang,VERSACE,10.86.3.175,
"Mar 9, 2022 @ 02:59:41.556","Mar 9, 2022 @ 04:54:55.491",ginny.cheng,VERSACE,10.86.3.178,
"Mar 9, 2022 @ 03:00:12.788","Mar 9, 2022 @ 11:12:40.690",Yannick.Hu,VERSACE,10.86.9.123,
"Mar 9, 2022 @ 03:02:32.722","Mar 9, 2022 @ 10:07:06.751",christina.pang,VERSACE,10.86.3.66,
"Mar 9, 2022 @ 03:04:08.117","Mar 9, 2022 @ 03:48:37.715",wendy.chenwenting,VERSACE,10.86.3.30,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 03:07:16.815","Mar 9, 2022 @ 03:50:55.589",Stella.Liu,VERSACE,10.86.3.223,
"Mar 9, 2022 @ 03:11:32.439","Mar 9, 2022 @ 03:11:44.919",PF2XVQQ2$,VERSACE,10.86.3.224,
"Mar 9, 2022 @ 03:13:33.636","Mar 9, 2022 @ 05:18:43.080",mk.vpnuser1,VERSACE,10.86.1.188,
"Mar 9, 2022 @ 03:14:05.288","Mar 9, 2022 @ 05:10:50.765",victo.chang,VERSACE,10.86.3.165,
"Mar 9, 2022 @ 03:14:54.148","Mar 9, 2022 @ 03:30:22.682",yasmine.feng,VERSACE,10.86.3.147,
"Mar 9, 2022 @ 03:16:08.280","Mar 9, 2022 @ 03:16:29.808",PC1PQRP2$,VERSACE,10.86.3.83,
"Mar 9, 2022 @ 03:20:29.987","Mar 9, 2022 @ 04:21:43.452",brian.yuan,VERSACE,10.86.3.164,
"Mar 9, 2022 @ 03:21:08.254","Mar 9, 2022 @ 03:34:49.459",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 03:22:21.434","Mar 9, 2022 @ 04:01:25.661",haylie.ng,VERSACE,192.168.0.111,
"Mar 9, 2022 @ 03:22:30.513","Mar 9, 2022 @ 03:24:17.717",Administrator,GVCNSRVFILE,10.86.1.21,
"Mar 9, 2022 @ 03:22:35.396","Mar 9, 2022 @ 03:22:46.566",CNDVREPORTS01$,VERSACE,10.86.1.21,
"Mar 9, 2022 @ 03:28:51.234","Mar 9, 2022 @ 03:36:58.877",Jasmine.Zhang,VERSACE,10.86.3.107,
"Mar 9, 2022 @ 03:28:55.773","Mar 9, 2022 @ 03:49:04.376",wendy.chenwenting,VERSACE,10.86.3.30,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 03:30:50.949","Mar 9, 2022 @ 12:57:06.186",adm_admt,VERSACE,10.86.1.240,
"Mar 9, 2022 @ 03:31:57.125","Mar 9, 2022 @ 06:14:52.267",yasmine.feng,VERSACE,10.86.3.167,
"Mar 9, 2022 @ 03:32:55.329","Mar 9, 2022 @ 10:55:54.063",raymond.zhao,VERSACE,10.86.3.111,
"Mar 9, 2022 @ 03:33:01.241","Mar 9, 2022 @ 04:11:42.520",milk.chan,VERSACE,192.168.0.164,
"Mar 9, 2022 @ 03:34:58.819","Mar 9, 2022 @ 06:00:52.264",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 03:38:03.711","Mar 9, 2022 @ 06:05:54.734",Dannie.Hu,VERSACE,10.86.3.139,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 03:39:09.310","Mar 9, 2022 @ 04:39:54.788",Silvia.Chang,VERSACE,10.86.3.140,
"Mar 9, 2022 @ 03:49:27.214","Mar 9, 2022 @ 05:44:03.967",Karen.Zhang,VERSACE,10.86.3.228,
"Mar 9, 2022 @ 03:50:03.360","Mar 9, 2022 @ 05:45:04.604",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 03:56:40.975","Mar 9, 2022 @ 04:01:45.052",Stella.Liu,VERSACE,10.86.3.223,
"Mar 9, 2022 @ 04:01:45.052","Mar 9, 2022 @ 04:04:05.297",Stella.Liu,VERSACE,10.86.3.20,
"Mar 9, 2022 @ 04:13:33.125","Mar 9, 2022 @ 04:39:44.102",Stella.Liu,VERSACE,10.86.3.223,
"Mar 9, 2022 @ 04:28:00.740","Mar 9, 2022 @ 04:43:08.292",Cindy.Liang,VERSACE,10.86.3.120,
"Mar 9, 2022 @ 04:28:33.578","Mar 9, 2022 @ 09:46:01.920",Philip.Yang,VERSACE,10.86.3.176,
"Mar 9, 2022 @ 04:31:15.757","Mar 9, 2022 @ 04:31:26.568",PC19YZXZ$,VERSACE,10.86.3.104,
"Mar 9, 2022 @ 04:31:27.987","Mar 9, 2022 @ 04:39:44.195",brian.yuan,VERSACE,10.86.3.164,
"Mar 9, 2022 @ 04:35:52.518","Mar 9, 2022 @ 10:30:20.869",Winters.Shen,VERSACE,10.86.3.82,
"Mar 9, 2022 @ 04:39:03.651","Mar 9, 2022 @ 06:11:57.374",rebecca.jiang,VERSACE,10.86.3.175,
"Mar 9, 2022 @ 04:39:44.102","Mar 9, 2022 @ 04:42:04.316",Stella.Liu,VERSACE,10.86.3.20,
"Mar 9, 2022 @ 04:39:44.227","Mar 9, 2022 @ 05:12:11.482",brian.yuan,VERSACE,10.86.3.164,
"Mar 9, 2022 @ 04:40:19.405","Mar 9, 2022 @ 05:03:40.927",haylie.ng,VERSACE,192.168.0.111,
"Mar 9, 2022 @ 04:43:15.998","Mar 9, 2022 @ 04:45:36.258",Stella.Liu,VERSACE,10.86.3.20,
"Mar 9, 2022 @ 04:53:52.700","Mar 9, 2022 @ 04:56:12.899",Stella.Liu,VERSACE,10.86.3.223,
"Mar 9, 2022 @ 05:12:19.391","Mar 9, 2022 @ 08:15:48.106",victo.chang,VERSACE,10.86.3.165,
"Mar 9, 2022 @ 05:15:42.991","Mar 9, 2022 @ 05:18:03.737",Jenny.Lai,VERSACE,10.86.9.121,
"Mar 9, 2022 @ 05:20:38.132","Mar 9, 2022 @ 06:20:16.671",Silvia.Chang,VERSACE,10.86.3.72,
"Mar 9, 2022 @ 05:44:03.811","Mar 9, 2022 @ 05:52:32.374",mk.vpnuser1,VERSACE,10.86.1.188,
"Mar 9, 2022 @ 05:44:54.074","Mar 9, 2022 @ 06:54:38.598",Stella.Liu,VERSACE,10.86.3.223,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 05:47:13.399","Mar 9, 2022 @ 10:38:44.191",Yui.Chen,VERSACE,10.86.3.166,
"Mar 9, 2022 @ 05:58:53.469","Mar 9, 2022 @ 06:38:09.037",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 05:58:58.055","Mar 9, 2022 @ 06:17:26.942",finance.intern,VERSACE,10.86.3.135,
"Mar 9, 2022 @ 06:00:09.753","Mar 9, 2022 @ 09:40:33.700",ginny.cheng,VERSACE,10.86.3.178,
"Mar 9, 2022 @ 06:01:26.116","Mar 9, 2022 @ 06:22:40.987",pamela.qin,VERSACE,10.86.3.101,
"Mar 9, 2022 @ 06:03:19.076","Mar 9, 2022 @ 08:34:55.431",mk.vpnuser1,VERSACE,10.86.1.188,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 06:05:33.487","Mar 9, 2022 @ 06:46:07.898",Shannon.Wu,VERSACE,10.86.3.218,
"Mar 9, 2022 @ 06:05:38.292","Mar 9, 2022 @ 06:51:11.601",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 06:05:54.578","Mar 9, 2022 @ 06:10:18.828",carine.shen,VERSACE,10.86.3.119,
"Mar 9, 2022 @ 06:08:33.871","Mar 9, 2022 @ 06:31:46.133",brian.yuan,VERSACE,10.86.3.164,
"Mar 9, 2022 @ 06:10:59.685","Mar 9, 2022 @ 06:26:39.279",Kyna.Li,VERSACE,10.86.3.32,
"Mar 9, 2022 @ 06:14:52.001","Mar 9, 2022 @ 06:51:20.259",peter.pan,VERSACE,10.86.3.213,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 06:17:42.027","Mar 9, 2022 @ 07:56:08.192",doreen.liu,VERSACE,10.86.3.86,
"Mar 9, 2022 @ 06:24:06.242","Mar 9, 2022 @ 08:13:09.546",finance.intern,VERSACE,10.86.3.135,
"Mar 9, 2022 @ 06:24:16.819","Mar 9, 2022 @ 11:01:32.491",Dannie.Hu,VERSACE,10.86.3.121,
"Mar 9, 2022 @ 06:24:19.642","Mar 9, 2022 @ 12:24:10.995",Terence.Zou,VERSACE,10.86.3.110,
"Mar 9, 2022 @ 06:26:38.936","Mar 9, 2022 @ 11:26:44.827",char.lu,VERSACE,10.86.3.210,
"Mar 9, 2022 @ 06:40:24.508","Mar 9, 2022 @ 07:01:09.568",Jenny.Lai,VERSACE,10.86.9.121,
"Mar 9, 2022 @ 06:41:18.126","Mar 9, 2022 @ 10:06:06.800",Silvia.Chang,VERSACE,10.86.3.140,
"Mar 9, 2022 @ 06:46:50.439","Mar 9, 2022 @ 07:01:03.484",Jasmine.Zhang,VERSACE,10.86.3.107,
"Mar 9, 2022 @ 06:50:42.272","Mar 9, 2022 @ 10:29:15.318",kate.wang,VERSACE,10.86.9.129,
"Mar 9, 2022 @ 06:51:37.497","Mar 9, 2022 @ 09:46:51.373",pamela.qin,VERSACE,10.86.3.101,
"Mar 9, 2022 @ 06:53:13.484","Mar 9, 2022 @ 10:37:08.204",peter.pan,VERSACE,10.86.3.155,
"Mar 9, 2022 @ 06:53:24.794","Mar 9, 2022 @ 07:01:51.735",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 06:54:17.242","Mar 9, 2022 @ 07:09:24.637",Stella.Liu,VERSACE,10.86.3.20,同一用户的标蓝记录存在登录注销时间重合，无法确认对应关系
"Mar 9, 2022 @ 06:55:48.939","Mar 9, 2022 @ 07:33:41.932",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 06:58:15.299","Mar 9, 2022 @ 11:45:13.355",Alfred.Gao,VERSACE,10.86.3.33,
"Mar 9, 2022 @ 07:01:03.484","Mar 9, 2022 @ 07:07:04.112",Jasmine.Zhang,VERSACE,10.86.3.222,
"Mar 9, 2022 @ 07:01:21.097","Mar 9, 2022 @ 07:16:54.734",Jenny.Lai,VERSACE,10.86.9.121,
"Mar 9, 2022 @ 07:02:18.287","Mar 9, 2022 @ 07:02:40.205",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 07:02:40.111","Mar 9, 2022 @ 10:06:32.977",Karen.Zhang,VERSACE,10.86.3.100,
"Mar 9, 2022 @ 07:03:28.378","Mar 9, 2022 @ 07:04:05.958",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 07:04:23.696","Mar 9, 2022 @ 10:12:30.453",wendy.chenwenting,VERSACE,10.86.3.30,
"Mar 9, 2022 @ 07:05:47.281","Mar 9, 2022 @ 10:37:13.040",Shannon.Wu,VERSACE,10.86.3.218,
"Mar 9, 2022 @ 07:09:03.094","Mar 9, 2022 @ 07:24:24.857",amanda.su,VERSACE,10.86.3.229,
"Mar 9, 2022 @ 07:10:43.558","Mar 9, 2022 @ 08:15:49.650",Jasmine.Zhang,VERSACE,10.86.3.222,
"Mar 9, 2022 @ 07:12:09.125","Mar 9, 2022 @ 07:18:29.714",haylie.ng,VERSACE,192.168.0.111,
"Mar 9, 2022 @ 07:15:00.437","Mar 9, 2022 @ 07:15:43.160",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 07:20:54.815","Mar 9, 2022 @ 07:36:24.970",tina.wang,VERSACE,10.86.3.145,
"Mar 9, 2022 @ 07:27:56.462","Mar 9, 2022 @ 08:48:05.560",cathy.chu,VERSACE,10.86.3.131,
"Mar 9, 2022 @ 07:31:09.502","Mar 9, 2022 @ 07:51:36.282",yasmine.feng,VERSACE,10.86.3.147,
"Mar 9, 2022 @ 07:31:13.215","Mar 9, 2022 @ 07:31:24.026",PC19YZXZ$,VERSACE,10.86.3.104,
"Mar 9, 2022 @ 07:34:39.684","Mar 9, 2022 @ 11:26:09.337",Ryan.Su,VERSACE,10.86.3.214,
"Mar 9, 2022 @ 07:35:39.808","Mar 9, 2022 @ 08:39:57.293",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 07:37:16.513","Mar 9, 2022 @ 08:07:55.235",tina.wang,VERSACE,10.86.3.145,
"Mar 9, 2022 @ 07:38:29.288","Mar 9, 2022 @ 07:43:00.122",Stella.Liu,VERSACE,10.86.3.20,
"Mar 9, 2022 @ 07:38:55.434","Mar 9, 2022 @ 09:26:07.995",rebecca.jiang,VERSACE,10.86.3.175,
"Mar 9, 2022 @ 07:41:53.151","Mar 9, 2022 @ 08:32:14.734",brian.yuan,VERSACE,10.86.3.164,
"Mar 9, 2022 @ 07:51:36.282","Mar 9, 2022 @ 09:09:53.082",yasmine.feng,VERSACE,10.86.3.167,
"Mar 9, 2022 @ 07:59:48.263","Mar 9, 2022 @ 08:46:15.751",doreen.liu,VERSACE,10.86.3.86,
"Mar 9, 2022 @ 08:06:58.467","Mar 9, 2022 @ 10:02:39.771",Stella.Liu,VERSACE,10.86.3.223,
"Mar 9, 2022 @ 08:09:10.693","Mar 9, 2022 @ 08:09:47.853",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 08:22:04.474","Mar 9, 2022 @ 10:37:43.319",carine.shen,VERSACE,10.86.3.119,
"Mar 9, 2022 @ 08:26:54.511","Mar 9, 2022 @ 08:42:25.525",Jenny.Lai,VERSACE,10.86.9.121,
"Mar 9, 2022 @ 08:29:19.560","Mar 9, 2022 @ 08:55:42.861",Jasmine.Zhang,VERSACE,10.86.3.222,
"Mar 9, 2022 @ 08:29:36.050","Mar 9, 2022 @ 10:46:45.423",Kyna.Li,VERSACE,10.86.3.32,
"Mar 9, 2022 @ 08:32:04.438","Mar 9, 2022 @ 10:33:02.486",finance.intern,VERSACE,10.86.3.135,
"Mar 9, 2022 @ 08:34:06.353","Mar 9, 2022 @ 08:34:32.982",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 08:36:01.263","Mar 9, 2022 @ 11:05:48.692",anson.lau,VERSACE,192.168.0.188,
"Mar 9, 2022 @ 08:36:16.879","Mar 9, 2022 @ 09:40:59.926",brian.yuan,VERSACE,10.86.3.164,
"Mar 9, 2022 @ 08:39:59.633","Mar 9, 2022 @ 08:48:21.769",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 08:42:19.503","Mar 9, 2022 @ 08:43:29.220",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 08:54:35.297","Mar 9, 2022 @ 13:18:24.131",milk.chan,VERSACE,192.168.0.178,
"Mar 9, 2022 @ 08:54:51.506","Mar 9, 2022 @ 08:55:17.137",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 08:56:29.506","Mar 9, 2022 @ 10:37:56.065",Jasmine.Zhang,VERSACE,10.86.3.107,
"Mar 9, 2022 @ 09:00:35.426","Mar 9, 2022 @ 09:16:10.808",Cindy.Liang,VERSACE,10.86.3.120,
"Mar 9, 2022 @ 09:01:14.738","Mar 9, 2022 @ 09:01:57.607",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:01:57.623","Mar 9, 2022 @ 09:17:40.820",doreen.liu,VERSACE,10.86.3.86,
"Mar 9, 2022 @ 09:03:15.764","Mar 9, 2022 @ 09:03:39.382",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:05:41.656","Mar 9, 2022 @ 09:06:08.363",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:07:02.917","Mar 9, 2022 @ 09:07:23.478",Gloria.Yang,VERSACE,10.86.3.126,
"Mar 9, 2022 @ 09:14:39.984","Mar 9, 2022 @ 10:12:05.477",yasmine.feng,VERSACE,10.86.3.147,
"Mar 9, 2022 @ 09:21:13.418","Mar 9, 2022 @ 09:44:39.347",Jenny.Lai,VERSACE,10.86.9.121,
"Mar 9, 2022 @ 09:21:36.865","Mar 9, 2022 @ 15:40:44.917",victo.chang,VERSACE,10.86.3.28,
"Mar 9, 2022 @ 09:24:03.694","Mar 9, 2022 @ 09:25:27.918",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 09:25:06.734","Mar 9, 2022 @ 10:26:30.471",tina.wang,VERSACE,10.86.3.145,
"Mar 9, 2022 @ 09:31:02.198","Mar 9, 2022 @ 09:31:23.949",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 09:32:23.367","Mar 9, 2022 @ 09:32:39.439",Amy.Tang,VERSACE,10.86.3.16,
"Mar 9, 2022 @ 09:36:43.144","Mar 9, 2022 @ 09:36:59.151",Gloria.Yang,VERSACE,10.86.3.126,
